id	user	icon	portrait	English	Japanese
				Logfella spoke of the whirling infinite beyond our comprehension whence came The Megatome in the dimly-remembered age of stone.	
				He spoke of a race of immortal space-beings who sparked in mankind a rudimentary form of linguistic thought-transmission.	
				"These immortals blessed mankind with the capacity for civilization & thus doomed them to an eventual, inevitable, extinction."	
				The Scythians sought to suppress the insidious creep of civilization & so they isolated The Megatome with its immortal protector.	
				"The immortal has lingered in the darkness ever since, deteriorating to become a deathless spectre known as The Gogolithic Mass."	
				The woodsman probably would've kept going & going with this nonsense if we hadn't respectfully stopped him.	
GIRL_CRESCENTWANE	The Scythian			Samae remarked upon the shrinking moon. She said soon it would be gone & The Dark Moon would reign.	
ARCHETYPE_CRESCENTWANE	The Archetype			"The lunar cycle is almost complete, The Dark Moon is near at-hand."	
DARKMOONLOOMS_ARCHETYPE	The Archetype			"The dark moon looms, the end of the lunar cycle is near at-hand."	
DARKMOONBEGINS_ARCHETYPE	The Archetype			Behold: it is the dark moon!	
DARKMOON_GIRLTHOUGHTS	Girl			In my dream-walking I came upon a parliament of trees wracked by lightning & I felt the presence of something deeply sacred.	
DARKMOON_LOGFELLATHOUGHTS	Logfella			Last night I heard the sound of throbbing music filtered through the woods behind my stone hut. What's up with that?	
DARKMOON_DOGFELLATHOUGHTS	Dogfella			Bark bark bark - in my sleeping state I saw only the subtle sonorous spumes of sylvan sprites.	
AMPHITHEATRE_OUTRO	The Scythian			We have re-assembled The Trigon Trifecta & we are heroes.	
RABBITS_3MURDERS	The Scythian			We have inexplicably murdered 3 defenseless rabbits.	
RABBITS_7MURDERS	The Scythian			We have inexplicably murdered 7 defenseless rabbits - is this evidence of a deranged mind?	
RABBITS_13MURDERS	The Scythian			We have inexplicably murdered 13 defenseless rabbits.	
RABBITS_17MURDERS	The Scythian			We have inexplicably murdered 17defenseless rabbits. We are unstoppable.	
RABBITS_23MURDERS	The Scythian			We have inexplicably murdered 23 defenseless rabbits.	
RABBITS_37MURDERS	The Scythian			We have inexplicably murdered 37 defenseless rabbits. We are curious what will happen if we continue this murder spree.	
RABBITS_53MURDERS	The Scythian			We have inexplicably murdered 53 defenseless rabbits. Clearly we are suffering from an obsessive compulsive disorder.	
RABBITS_91MURDERS	The Scythian			We have inexplicably murdered 91 defenseless rabbits.	
RABBITS_107MURDERS	The Scythian			We have inexplicably murdered 107 defenseless rabbits. Perhaps our murderous compulsion will decrease if we stopped counting?	
ARCHETYPE_CREDITS	The Archetype				
				"S:S&S EP is a collaborative videogame-type project made in Toronto from 2009-2011, on the internet at swordandsworcery.com"	
			Logos/superbrothers	Original concept by the art & design organization known as Superbrothers A/V Inc. at superbrothersHQ.com	
				Songs & some sounds by the beloved composer & rockstar known as Jim Guthrie at jimguthrie.org	
			Logos/capy	Engineering & miracles by the independent videogame studio known as Capy at capybaragames.com	
			Logos/eightfour	"Japanese localization, marketing, PR & love provided by 8-4, Ltd. ALL STAFF at 8-4.jp"	
				* * * THE S:S&S EP TEAM * * *	
				"Concept, art, design, direction & writing by representatives at Superbrothers A/V Inc"	
				"Design, project leadership, unflagging support & more by Kris Piotrowski, creative director at Capy"	
				"Systems, technical architecture, UI, engine & more by Jon Maur, lead technical programmer on S:S&S EP at Capy"	
				"Scripting, combat & miracle-working by Frankie Leung, lead gameplay programmer on S:S&S EP at Capy"	
				"Inspiration, songs, sounds, soul & much more courtesy of Jim Guthrie, composer, folk hero & rockstar-at-large"	
				* * * ALSO * * *	
				"The voice of Logfella by Robert Ashley, creator of the radio show A Life Well Wasted at alifewellwasted.com"	
				The voice of The Scythian by photographer Robyn Cumming at robyncumming.com	
				The voice of The Archetype by artist & filmmaker Clive Holden at cliveholden.com	
				The cosmic sounds of The Moon Grotto by Scientific American at scntfc.com	
				* * * CAPY SUPPORT * * *	
				"Executive producer, hero of the people, leadership & strategery by Nathan Vella, president at Capy"	
				"PC Producer, audio technical assistance, FMOD integration & many lovely sounds by Sean ""Uber"" Lohrisch, co-founder at Capy."	
				"Nintendo Switch Produc-tron & general business assistance by Matt Repetski, co-founder at Capy."	
				"Quality assurance & mega playtesting hero by Christian ""Sea Dawg"" Meyer at Capy."	
				Core programming for Nintendo Switch version as well as home computers furnished by none other than Hubert Wong at Capy.	
				"Nintendo Switch design concepts, implementation & witchcraft brewed by Sadie Lee at Capy."	
				Assorted heavy-lifting including PC/Mac/Linux and Nintendo Switch programming support by Drew Grainge at Capy.	
				"Some resolutionized art assets & smiles provided by Vic ""Meow"" Nguyen at Capy."	
				Additional quality assurance by the one & only Aaron Eves.	
				Nintendo Switch QA support courtesy of Testronic Labs.	
				"QA support by Roopesh Pawar. A, Prashanth. DR, Veeresh Kuruva, Raghunath. BG and Roshan R Shekar of Sun technology Integrators Pvt. Ltd."	
				"Gratitude to Xavier Xaden Xen, Joseppe Theodore Blocco & Hank Hudson"	
				Cookies and other delicious treats provided by Thea Gaerlan.	
				* * * SUPERBROTHERS SUPPORT * * *	
				Cosmic love forever to Jori.	
				Kudos to Superbrothers CEO Mack.	
				Mega thanks to Jim Guthrie for embarking on this lunatic adventure into the unknown.	
				Additional million dollar sounds courtesy of Timothy Muirhead.	
				* * * 8-4 SUPPORT * * *	
				Japanese translation by master wordsmith RYUTA YAZAWA.	
				"Japanese editing, crucial advice & unending support by MASAHIRO YUKI at Grasshopper Manufacture grasshopper.co.jp"	
				"Additional Japanese localization support provided by Yutaka Ohbuchi, John Ricciardi and Masanobu Suto."	
				Bad-ass Japanese logo design courtesy of POLYGRAPH at polygraph.jp	
				Japanese website wizardry by Jonathan Lumb at jonnyram.com	
				"And finally, gratitude for JPN support & friendship: Suda 51, Tomoaki Takahashi, Hideto Yamada, & remix artists Baiyon, Akira Yamaoka, Michiru Yamane, macotom3, & Decasségui Hip"	
				* * * THE DOMINION OF CANADA * * *	
			Logos/omdc	This project was made possible with the financial support of Ontario Creates.	
				* * * WE LOVE LOVE LOVE YOU * * *	
				Shout outs to all who aligned the stars.	
				"Much love to Toronto's amazing DIY videogame communities & the lovely people of The Hand Eye Society, TOJam & Gamercamp."	
				To everyone who has supported this project: thank you.	
				* * * PROCESS * * *	
				"Pixel artwork was created entirely in Promotion by Cosmigo, with other visual elements made in Illustrator & Photoshop by Adobe."	
				Sounds & songs were created using MTV Music Generator by Codemasters for PSOne and/or Garageband & Logic Studio by Apple.	
			Logos/FMOD	Sounds & songs were integrated into the project using FMOD by Firelight Technologies.	
			Logos/DolbyDigital	Dolby and the double-D symbol are trademarks of Dolby Laboratories.	
			Logos/DolbyDigital	PC audio solution containing Dolby® Digital Live required for Dolby Digital audio.	
			Logos/DigitalSurround	"DTS® and DTS Digital Surround® are registered trademarks of DTS, Inc."	
				Code was programmed in C++ & Lua script with tolua++. Maps & world elements were created with proprietary tools at Capy.	
				Moon phase calculations & astronomical algororythms courtesy of voidware.com/moon_phase.htm	
				"APIs used in the making of S:S&S EP include tinyxml, libpng/zlib, SDL, cmake, and minizip"	
				An absurdly early build was submitted to the Independent Games Festival on November 1st 2009.	
				S:S&S EP was announced on December 1st 2009.	
				In early 2010 it was announced that the project had won the IGF Mobile 'Achievement in Art' award.	
				The first live public demonstration of S:S&S EP occurred at a Hand Eye Society social event in Toronto on February 14th 2010 .	
				The first playable S:S&S EP build was presented to attendees & friends at GDC 2010 in San Francisco from March 9th -13th 2010.	
				The first unedited gameplay footage of the GDC 2010 build simultaneously appeared online.	
				"Less Talk, More Rock: The Native Language of Videogames was published online at Boing Boing in March 2010 & you can google it."	
				The Intoxication of Mythology' was presented by a Superbrothers rep. on September 22nd 2010 at the Fantastic Arcade in Austin.	
				"Aiming for Audiovisual Alchemy' was presented by Jim Guthrie, Kris Piotrowski & a Superbrothers rep. at Gamercamp in Toronto."	
				A new clip titled 'Audience Calibration Procedure' was posted on Thursday February 24th 2011 to kick things off launch-wise.	
				"S:S&S EP was finally made available for iPad, iPhone & iPod Touch around the vernal equinox in 2011."	
				We put on MIDSUMMER ROCKSHOWCASE at the TIFF Lightbox in Toronto featuring live S&S material from Jim Guthrie - it was really nice.	
				* * * SEVEN YEARS LATER * * *	
				Jim Guthrie has since provided music for several videogames & films as well as releasing a few records.	
				Capy continues their ongoing quest in the creation of weird and wonderful videogames.	
				The staff at Superbrothers A/V Inc are taking their sweet time to dream new dreams.	
				"S:S&S EP was one of Time Magazine's ""Top 10 Videogames of 2011"""	
				Jim Guthrie's musical score was recognized as 'The Best Videogame Music of 2011' by Kirk Hamilton at Kotaku.	
				S:S&S EP won a Game Developer's Choice Award at GDC 2012.	
				* * * TWELVE YEARS LATER * * *	
				S:S&S EP was dusted off and refreshed to ensure the game still ran on the lastest operating systems.	
				"Superbrothers remains a tiny videogame art & design outfit, now in its 20th year. It operates out of the woods of Quebec and Canada's west coast."	
				"Since S:S&S EP, Superbrothers and Jim Guthrie contributed to Sound Shapes (2012) (Queasy Games) (PlayStation + PC)."	
				"Superbrothers dreamed new dreams and eventually delivered JETT: The Far Shore + Given Time (2021/2023) (PlayStation + PC), a soviet style sci fi saga with songs and sounds by composer scntfc."	
				"As of 2023, a new pixel project is brewing at Superbrothers."	
				Capy Games dispatched the bombastically high-action time-rewinder Super Time Force Ultra (2014) (PlayStation + PC + Xbox).	
				"In 2018, Capy delivered Below - an action-adventure roguelike featuring a tiny warrior exploring the mysterious depths of a remote island (PlayStation + PC + Xbox)."	
				Capy released the weird and wonderful Grindstone in 2019 and stubbornly continues adding new features and content for players to enjoy (Apple Arcade + Switch + PC + PlayStation + Xbox).	
				"Meanwhile as of 2023, the team is cooking up a delicious new game in their game cauldron."	
				* * * WHAT IS S:S&S EP? * * *	
				"S:S&S EP is intended as a brave experiment in Input Output Cinema, whatever that is supposed to be."	
				S:S&S EP is a fresh approach to the old school adventure videogame with an emphasis on audiovisual style.	
				"S:S&S EP is inspired by the work of pioneering videogame creators Shigeru Miyamoto, Jordan Mechner, Eric Chahi & Fumito Ueda."	
				S:S&S EP is a fevered famicom dream.	
				S:S&S EP has been built with the mythopoetic psychocosmology of Robert E. Howard's sword and sorcery stories in mind.	
				S:S&S EP is a link to the past.	
				S:S&S EP is a first effort & so yes it's a bit experimental.	
				S:S&S EP's aesthetic concept is 'the archetypical videogame adventure'.	
				"S:S&S EP obliquely references Carl G. Jung & his fascinating ""Red Book"" all over the damn place."	
				S:S&S EP is a nifty little thing that I don't really understand that I think everyone should play.	
				"S:S&S EP is a crude videogame haiku about life, love & death."	
				S:S&S EP is a choice cut of myth & dreams.	
				"S:S&S EP has been created with a broad, literate audience in mind."	
				S:S&S EP was originally going to be called 'Poopsock'. This is actually true.	
				* * * IT'S OVER * * *	
				"Now we are cosmic friends forever, ok?"	
ARCHETYPE_TUTORIAL_NOTWITTER	The Archetype	AdventureUI/tweetIconInfo			
	The Archetype			"Ladies & the gentlemen, how's about you press these two little sylvan sprites so I can get a feel for your stereo sound system?"	
	The Archetype			"Since our prior experiment in 2011, social networks have proven to be catastrophic for society."	
				This time we encourage isolation & regretful reflection.	
				You'll find this first S:S&S EP session to be fairly straightforward. It typically only requires 15 - 30 minutes to complete.	
				Ready to begin? Press play & let's go.	
