id	user	icon	portrait	English	Japanese	JPN notes	French	Italian	German	Spanish	Craig's Notes	FIGS Notes/Questions	Final Notes	ENG Character Count
				Our research shows that prolonged exposure to the mythopoetic psychocosmology of S:S&S EP can have adverse side effects.	私どもの研究によると、「スキムス」の;~伝承詩的精神宇宙性に長時間接していると;~好ましからざる副作用が生じることが;~分かっています。		Nous recherches montrent qu'une exposition prolongée à la psychocosmologie mythopoétique de S:S&S EP peut entraîner divers effets secondaires.	Secondo le nostre ricerche un'esposizione prolungata alla psicocosmologia mitopoietica di S:S&S EP può avere effetti collaterali.	Unsere Studien ergeben, dass das längere Einwirken der mythopoetischen Psychokosmologie von S:S&S EP zu Beeinträchtigungen führen kann.	La investigación indica que la exposición prolongada a psicocosmología mitopoética de S:S&S EP puede tener efectos colaterales adversos.				120
				So now that you've completed session I how's about we take a little break? I'll be right here when you're ready for session II.	これで初セッションは終わったことですし、;~少し休憩しましょうか。セッションII の;~用意ができたら声をかけてください。;~私はいつだってここにいますから。		Maintenant que vous avez terminé la 1re session , pourquoi ne pas faire une petite pause ? Je serai là lorsque vous voudrez commencer la 2e session.	Ora che hai completato la 1ª sessione che ne dici di una pausa? Mi trovi qua quando vuoi iniziare la 2ª sessione.	Da du die Sitzung geschafft hast, wie wäre es mit einer kleinen Pause? Ich warte hier, bis du bereit für Sitzung II bist.	Ahora que completaste la sesión I, ¿por qué no nos tomamos un descanso? Te esperaré aquí hasta que quieras comenzar la sesión II.				127
ARCHETYPE_GOLDMASTERINTRO	The Archetype	AdventureUI/tweetIconBabelBook												0
				It's lovely to see you again. Are you ready to begin session II of S:S&S EP?	やあ、またお会いできましたね。;~セッションII を始める準備は;~よろしいでしょうか？		C'est bon de vous revoir. Prêt à commencer la 2e session de S:S&S EP ?	Che bello rivederti. Te la senti di iniziare la 2ª sessione di S:S&S EP?	Wie schön, dich wiederzusehen. Bist du bereit für Sitzung II von S:S&S EP?	Qué ´bueno volver a verte. ¿Todo listo para comenzar la sesión II de S:S&S EP.				76
			adventureUI/megatomeItem	Ok, so where were we? Oh right, now I remember. You got a burdensome book known as The Megatome.	結構。;ええと…前回はどこまで…ああそうだ、;~絶世の大書を手に入れたところでしたね。;		Bien, où en étions-nous ? Ah oui, je me souviens à présent. Vous êtes en possession d'un livre problématique du nom de Mégatome.	Dov'eravamo rimasti? Ah giusto, ora mi ricordo. Hai preso il gravoso volume conosciuto come Megatomo.	Gut, wo waren wir? Ach ja, ich erinnere mich. Du hast das lästige Buch namens Megawälzer erhalten.	¿Adónde estábamos? Sí, ya lo recuerdo. Conseguiste un libro abrumador conocido como el Megatomo.				96
				You woke the deathless spectre who still lurks in the darkness beneath Mingi Taw. What a creep, amirite?	あなたが起こしてしまった不死の亡霊は;~相変わらずミンギ・トウの奥底に;潜んで~いるようです。恐ろしいですねー。		Vous avez réveillé un spectre sans repos rôdant encore dans les ténèbres autour de Mingi Taw. C'est terrible, non ?	Hai risvegliato lo spettro immortale che ancora infesta le profondità del Mingi Taw. Che ansia, non trovi?	Du hast den Schemen, der immer noch in der Dunkelheit unter Mingi Taw lauert, erweckt. Was für ein Widerling, stimmt's?	Despertaste al espectro inmortal que aún acecha en la oscuridad bajo Mingi Tau. Qué fastidio, ¿no?				104
				It is a time of woe - a sinister thunderstorm has clouded the skies & the lovely people who live in the hut are miserable.	今は苦難の時。止むことのない嵐が;空を覆い~つくし、あの小屋に住む善良な人々も;深く~悲しんでいます。		C'était un moment sombre : une terrible tempête avait obscurci les cieux et les braves gens vivant dans la cabane étaient inconsolable.	Sono tempi bui: un temporale sinistro ha incupito i cieli e l'amabile gente che vive nel casolare ha il morale sotto i piedi.	Es ist eine Zeit des Elends. Deswegen hört das Gewitter nicht mehr auf & den netten Leuten in der Steinhütte geht es mies.	Son tiempos de infortunio. Una tormenta eléctrica siniestra nubla los cielos y la buena gente que vive en la choza se siente desdichada.				122
				Silencing the storm will require some familiarity with psionics, cryptozoology & miracles...	この嵐を止めるには、;超能力的なことや~未確認的な生物、;または奇跡的な事態が~必要です。		Faire cesser la tempête nécessitera d'être familier avec les psioniques, la cryptozoologie et les miracles…	Per zittire il temporale ci vorranno conoscenze di base su parapsicologia, criptozoologia e miracoli...	Um den Sturm zu besänftigen musst du mit Psionik, Kryptozoologie & Wundern vertraut sein ...	Para calmar la tormenta necesitas conocimientos de psiónica, criptozoología y milagros.				92
			adventureUI/megatomeItem	1. A sworcerer's touch will unseal The Megatome, revealing the unspoken thoughts of living creatures & other esoteric material.	1. 絶世の大書はソーサラーが触れない限り;~開きません。この書の中には、命あるものが;~思い浮かべた思考がそのまま記録されている;~だけでなく、ある秘伝の教えも記されてます。		1°) Le toucher d'un sworcerer déverrouillera le Mégatome, révélant les pensées non-formulées des créatures vivantes et d'autres éléments ésotériques.	1) Il tocco di uno sworcerer farà aprire il Megatomo, rivelando i pensieri inespressi delle creature viventi e altro materiale esoterico.	1. Die Berührung eines Sworcerers öffnet den Megawälzer und enthüllt die Gedanken lebendiger Wesen & anderen esoterischen Dingen.	1. Un toque de rechicería abrirá el Megatomo y revelará los pensamientos ocultos de las criaturas vivientes y otros materiales esotéricos.				127
			gourd/gourd	2. Strange sylvan sprites - swources of sworcery - slumber in ponds, woods & meadows. Seek their subtle sonorous spumes.	2. 不思議な森の精 - ソーサリーの源は;~池や森、草原などで眠りについています。;~こだまの泡が目印になるでしょう。		2°) D'étranges esprits sylvestres, source de sworcery, dorment dans les lacs, bois et prairies. Cherchez leur subtile écume sonore.	2) Degli strani spiritelli silvani, da cui scaturisce la sworcery, sonnecchiano in stagni, foreste e prati. Cerca la loro scia leggermente udibile.	2. Seltsame Waldkobolde - Swources der Sworcery - schlummern in Teichen, Wäldern & Wiesen. Suche nach ihren klangvollen Schäumen.	2. Los duendecillos silvanos extraños son fuentes de rechicería y dormitan en estanques, bosques y prados. Busca sus efervescencias sonoras sutiles.				120
			triangle/Triangle	3. A sworcerer who can locate, summon & tame the cosmic geometry of The Golden Trigon will possess the ability to work miracles.	3. 宇宙の姿を象徴する存在である;黄金の~トライゴンを召喚し、従えた;ソーサラーは~奇跡を起こす力を;手に入れると~言われています。		3°) Un sworcerer pouvant localiser, invoquer et maîtriser la géométrie cosmique du Trigone doré pourra accomplir des miracles.	3) Uno sworcerer che sa individuare, evocare e soggiogare la geometria cosmica del Trigono dorato sarà in grado di effettuare miracoli.	3. Ein Sworcerer, der die kosmische Geometrie des goldenen Trigons finden, beschwören & zähmen kann, kann Wunder wirken.	3. Los rechiceros que pueden encontrar, invocar y dominar la geometría cósmica del Trígono Dorado serán capaces de hacer milagros.				128
				Confused? Excellent. Keep calm & carry on.	ちょっと急ぎ足すぎましたか？;大丈夫、~何事も冷静に、;そして前進あるのみです。		Confus ? Excellent, gardez votre calme et continuez donc.	Ti ho mandato in confusione? Ottimo. Mantieni la calma e prosegui.	Verwirrt? Wunderbar. Bleib ruhig & mach weiter.	¿Te confundiste? Excelente. Mantén la calma y sigue adelante.				42
ARCHETYPE_GOLDMASTEROUTRO	The Archetype		triangle/Triangle	Bravo! You have located & subdued the cosmic geometry of The Golden Trigon.	ブラボー！宇宙の姿を象徴する存在、;~黄金のトライゴンをついに従えましたね。		Bravo ! Vous avez localisé et maîtrisé la géométrie cosmique du Trigone doré.	Ben fatto! Hai trovato e soggiogato la geometria cosmica del Trigono dorato.	Bravo! Du hast die kosmische Geometrie des goldenen Trigons gefunden & gezähmt.	¡Bravo! Encontraste y subyugaste la geometría cósmica del Trígono Dorado.				75
				Miraculously the sinister storm has lifted & glorious sunlight has returned to the realm so that's totally awesome.	嵐も去り、再び眩しい太陽の光が;差して~います。奇跡的な事態ですね。;~いい意味でヤバイです。		Par miracle, cette sinistre tempête a cessé et le glorieux soleil est revenu dans le royaume. C'est formidable !	Il temporale sinistro si è dissolto come per miracolo e la gloriosa luce del sole è tornata a baciare questo meraviglioso regno.	Wie von Geisterhand endete der Sturm & herrliches Sonnenlicht ist ins Reich zurückgekehrt. Das ist der Hammer!	De forma milagrosa, se disipó la tormenta siniestra y la gloriosa luz del sol regresó al reino. Espectacular.				115
				These heroic deeds reflect well upon your perceptiveness, intuition & perseverance - you have done exceedingly well so far.	偉業と呼ぶにふさわしいことです。;それも~これもあなたの洞察力と直感力、;そして~忍耐力の賜物。;これ以上ない成果です。		Ces hauts-faits héroïques reflètent bien votre perceptivité, votre intuition et votre persévérance. Vous vous en êtes sorti à merveille jusqu'ici.	Le tue imprese eroiche la dicono lunga sulle tue percettività, intuizione e perseveranza: hai fatto un lavoro incredibile.	Diese heldenhaften Taten sprechen für dein Wahrnehmungsvermögen, deine Intuition & dein Durchhaltevermögen. Gut gemacht!	Estas hazañas heroicas hablan bien de tu percepción, intuición y perseverancia. Te fue muy, pero muy bien hasta ahora.				123
				Note: Should you choose to continue the S:S&S EP experiment, those aforementioned qualities will be challenged & evaluated.	注意：以降の「スキムス」実験においても、;~先述にある１～３の資質が試され、;評価される~機会があることをあらかじめ;ご了承ください。		Attention : si vous souhaitez continuer l'expérience S:S&S EP, les qualités sus-mentionnées seront mises à l'épreuve et évaluées.	NB: Se dovessi decidere di continuare l'esperimento di S:S&S EP, le qualità enumerate sopra sarebbero messe alla prova e valutate.	Hinweis: Solltest du das S:S&S EP-Experiment fortsetzen, werden diese Fähigkeiten in Frage & auf die Probe gestellt.	Atención: si decides continuar con el experimento S:S&S EP, las cualidades mencionadas se pondrán a prueba y se evaluarán.				123
				In any case, let's take another little break, shall we? As always, I'll be right here whenever you're ready to begin session III.	ともあれ、また休憩としましょうか。;~もちろん、私はいつでもここにいますよ。		Dans tous les cas, prenons une autre pause, voulez-vous ? Comme toujours, je serai là lorsque vous voudrez commencer la 3e session.	Comunque, facciamo un'altra pausa, che dici? Come sempre, sarò qui non appena avrai voglia di cominciare la 3ª sessione.	Auf jeden Fall sollten wir noch eine Pause machen, ja? Wie sonst auch werde ich genau hier warten, bis du Sitzung III beginnen willst.	En todo caso, ¿por qué no nos tomamos otro descanso? Como siempre, estaré aquí cuando quieras comenzar la sesión III.				129
ARCHETYPE_TRIFECTAINTRO	The Archetype													0
				Let's begin session III. Note: This session typically requires a lunar month to complete.	さあ、セッションIII のはじまりです。;~注意：このセッションは通常、終了までに;~太陰暦換算で１ヶ月かかります。		Commençons la 3e session. Attention : cette session prend généralement un mois lunaire à finir.	Partiamo con la 3ª sessione. NB: Questa sessione richiede solitamente un mese lunare.	Beginnen wir mit Sitzung III. Hinweis: Für den Abschluss dieser Sitzung ist meist ein Mondmonat nötig.	Comencemos la sesión III. Atención: para completar esta sesión por lo general necesitas un mes del calendario lunar.				89
			triangle/Triangle	So you have tamed The Gold Trigon & the storm has miraculously lifted? Bravo on that.	ええと、黄金のトライゴンを従えて、;~奇跡の力で嵐を追い払ったところでしたね？;~お見事でした。		Donc, vous avez maîtrisé le Trigone doré et la tempête s'est miraculeusement levée ? Mes félicitations !	Hai soggiogato il Trigono dorato e la tempesta si è dissolta come per miracolo? Ben fatto.	Du hast also das goldene Trigon gezähmt & der Sturm plötzlich vorbei? Bravo dafür.	¿Así que dominaste el Trígono Dorado y la tormenta se disipó de forma milagrosa? Bravo por eso.				85
			adventureUI/megatomeItem	Consult The Megatome & study its workings should you become lost or confused.	分からなくなったら、とにかく絶世の大書を;~あたってみてください。		Consultez le Mégatome et étudiez-le si vous êtes perdu ou confus.	Consulta il Megatomo e studiane i segreti nel caso perdessi l'orientamento.	Sieh im Megawälzer nach & studiere ihn, solltest du dich verirren oder verwirrt sein.	Consulta el Megatomo y estudia sus secretos si te pierdes o te confundes.				77
				A deathless spectre still lurks in the darkness beneath Mingi Taw.	不死の亡霊は未だミンギ・トウの奥底で;~うごめいています。		Un spectre sans repos continue de rôder dans les ténèbres autour de Mingi Taw.	Uno spettro immortale infesta ancora le profondità del Mingi Taw.	Ein Schemen lauert immer noch in der Dunkelheit unter Mingi Taw.	Un espectro inmortal aún acecha en la oscuridad bajo Mingi Tau.				66
			Archetype/trifecta	Consider the cosmic geometry of The Trigon Trifecta.	宇宙の姿を象徴する存在、;~トライゴン・トライフェクタを;思い浮かべて~ください。		Observez la géométrie cosmique du Trigone Triple.	Tieni a mente la geometria cosmica del Triplice trigono.	Denk an die kosmische Geometrie des goldenen Trigons.	Examina la geometría cósmica de la Trifecta de Trígonos.				52
			MoonCrescent/moonCrescent	Observe the moods of the moon.	そして、月の満ち欠けに気をつけてください。		Observez les humeurs de la lune.	Osserva le facce della luna.	Beobachte die Stimmungen des Monds.	Observa los humores de la luna.				30
				Our research has shown that those few who persist through the oblique lunacy that follows may become cosmic friends forever.	私どもの研究によると、;今でもまれに、~誰かを「フォロー」すれば;永遠のコズミック~フレンドになれるという;妄想にとりつかれて~いる方がいるようです。	[2018/9/26 ytk] "妄" is garbled.  [2018.9/27 ytk] Fix confirmed.	Nos recherches montrent que la poignée de gens s'obstinant à suivre cette folie lunaire peuvent devenir des amis cosmiques pour la vie.	Le nostre ricerche indicano che i pochi irriducibili che si ostinano a seguire questa follia lunare potrebbero diventare amici cosmici per la vita.	Unsere Studien haben gezeigt, dass diejenigen, die dem schrägen Irrsinn, der folgt, widerstehen, für immer kosmische Freunde werden.	Las investigaciones indican que los pocos que persisten en la locura sesgada subsiguiente pueden ser amigos cósmicos para siempre.	Our research has shown that those few who persist through the oblique lunacy that follows may become cosmic friends forever.	UPDATED Sept 7		124
				Be advised that henceforth we will be monitoring your inputs in relative silence.	またこれ以降は、あなたからの入力に;こちら~から積極的には干渉しなくなりますので;ご承知~のほどを。		Sachez qu'à partir de maintenant, nous contrôlerons vos contributions en toute discrétion.	Sappi che da adesso in poi monitoreremo i tuoi contributi in relativo silenzio.	Nimm bitte zur Kenntnis, dass wir deine Eingaben in relativer Stille überwachen werden.	Ten en cuenta que desde ahora vigilaremos tus contribuciones con discreción.				81
ARCHETYPE_TRIFECTAOUTRO	The Archetype		Archetype/trifecta	So you tamed the remaining two Trigons & re-assembled The Trigon Trifecta?	残りのトライゴンも従えて、;トライフェクタ~を完成させたようですね？		Donc, vous avez maîtrisé les deux trigones restants et réassemblé le Trigone triple ?	Hai soggiogato gli ultimi due trigoni e ricomposto il Triplice trigono?	Du hast die übrigen Trigons gezähmt & die Trigon-Dreiheit zusammengeführt?	¿Así que dominaste a los dos Trígonos restantes y reuniste la Trifecta de Trígonos?				74
			Archetype/trifecta	You are special & that is exactly why I love you so much.	やはりあなたは特別だ。;~私がこんなに愛しているのも当然ですね。		Vous êtes quelqu'un de spécial et c'est pour cela que je vous aime tant.	Sei speciale ed è proprio per questo che ti adoro.	Du bist etwas Besonderes & genau deswegen liebe ich dich so.	Eres especial y es por eso que te quiero tanto.				57
				It was very brave & generous to offer to martyr The Scythian atop Mingi Taw.	スキタイのムスメをミンギ・トウの頂上で;~犠牲にするとは。勇気と大局観を持つ者にしか;~下せない決断です。		C'était très courageux et généreux d'honorer la scythienne martyre au sommet de Mingi Taw.	È stato molto coraggioso e generoso da parte tua mandare avanti come martire la Scita.	Es war sehr mutig & großzügig von dir, die Skythin auf Mingi Taw opfern zu wollen.	Fue muy valiente y generoso ofrecer a la escita como mártir en la cima de Mingi Tau.				76
				Seriously we owe you one.	あなたには;大きな借りができて~しまいましたね。		Sérieusement, nous vous en devons une.	Davvero, siamo in debito con te.	Echt, wir sind dir was schuldig.	En serio, te debemos una.				25
				All that remains is for you to forcefully drag the Scythian to the summit & witness the whirling infinite.	後は、あの満身創痍のスキタイのムスメを;~頂上まで連れて行き、;~無限の渦を見守るだけです。		Tout ce qu'il vous reste à faire est d'amener la scythienne de force jusqu'au sommet et d'admirer l'Infini Tourbillonnant.	Non ti resta altro che trascinare la Scita fino alla cima del Mingi Taw e trovare l'infinito vorticante.	Jetzt musst du nur noch die Skythin zur Bergspitze schleifen & die wirbelnde Unendlichkeit beobachten.	Lo único que falta es arrastrar a la escita por la fuerza hasta la cima y presenciar el infinito arremolinado.				106
				Take heart - the end is near!	さあしっかり、あとひと息です。		Gardez espoir : la fin est proche !	Fatti coraggio. La fine è vicina!	Fasse Mut! Das Ende ist nah!	¡Ánimo, el fin está cerca!				29
ARCHETYPE_GHOULINTRO	The Archetype													0
				Well, here we are. This brief session will end the S:S&S EP treatment.	さて、来ましたね。これから始まる治療;~セッションはごくごく短いものになります。;~今回をもって「スキムス」治療セッションは;~終了となります。		Voilà. Cette brève session marquera la fin de la thérapie de S:S&S EP.	Ah, eccoci qua. Questa breve sessione concluderà la terapia di S:S&S EP.	So, hier sind wir also. Diese kurze Sitzung beendet die S:S&S EP-Behandlung.	Bueno, aquí estamos. El tratamiento de S:S&S EP concluirá con esta sesión breve.				70
				The Scythian's woeful errand is very nearly complete.	スキタイのムスメが抱える使命も、;まもなく~果たされようとしています。		La quête tragique de la scythienne était bientôt terminée.	La sventurata spedizione della Scita è quasi giunta al termine.	Die bedauerliche Aufgabe der Skythin ist fast geschafft.	La odisea infortunada de la escita está casi completada.				53
				Sadly The Scythian's corporeal self & psyche have been significantly sapped by sworcery - she is at death's door.	残念ながら、ソーサリーを使ったことで;~スキタイのムスメの心身は;ひどく衰えて~きています。;~最期の時も、そう遠くないでしょう。		Malheureusement, l'intégrité physique et psychique de la scythienne avaient été épuisées par la sworcery - elle était aux portes de la mort.	Purtroppo, il fisico e la mente della Scita sono stati visibilmente fiaccati dalla sworcery. È più di là che di qua.	Leider hat die Sworcery den Körper & die Psyche der Skythin stark erschöpft - sie steht an der Schwelle des Todes.	Por desgracia, la integridad física y psíquica de la escita se agotaron con la rechicería. Está a las puertas de la muerte.				113
			Archetype/trifecta	All that remains is to solve the secrets of The Trigon Grove & upload The Megatome to the whirling infinite atop Mingi Taw.	残る仕事は、トライゴンの森の秘密を;解き~明かし、ミンギ・トウの頂上で;絶世の大書を~無限の渦に還すだけです。		Vous n'avez plus qu'à résoudre les secrets du Bosquet des Trigones et harmoniser le Mégatome à l'Infini Tourbillonnant surplombant Mingi Taw.	Ora bisogna svelare i segreti del Boschetto dei Trigoni e caricare il Megatomo nell'infinito vorticante in cima al Mingi Taw.	Jetzt fehlt nur noch das Geheimnis des Trigon-Hains & das Hochladen des Megawälzers in die wirbelnde Unendliche auf Mingi Taw.	Lo único que falta es resolver los secretos de la Arboleda del Trígono y armonizar el Megatomo con el infinito arremolinado en la cima de Mingi Tau.				123
				Press play if you're ready to bear witness to the awful torment of martyrdom.	かの者が命を捧げる苦痛の瞬間を;見届ける覚悟~ができたら、;プレイボタンを押してください。		Appuyez sur Jouer si vous êtes prêt à être témoin des pires tourments possibles.	Premi play se te la senti di assistere all'indicibile tormento del martirio.	Drücke "Spielen", wenn du bereit bist, das Leid des Märtyrertods zu erleben.	Pulsa Jugar si quieres presenciar el tormento espantoso del martirio.				77
END	The Scythian			At the summit of Mingi Taw we detonated The Megatome and jettisoned it into the whirling infinite.	ミンギ・トウの頂上で;絶世の大書を起爆し~無限の渦に還した。;~これにより悠久の平和が訪れた。		Au sommet de Mingi Taw nous avons fait exploser le Mégatome et l'avons envoyé dans l'Infini Tourbillonnant.	Sulla cima del Mingi Taw facemmo saltare in aria il Megatomo per mandarlo nell'infinito vorticante.	Auf der Spitze von Mingi Taw ließen wir den Megawälzer explodieren und warfen ihn ins wirbelnde Unendliche.	En la cima de Mingi Tau, detonamos el Megatomo y lo arrojamos dentro del infinito arremolinado.	At the summit of Mingi Taw we detonated The Megatome and jettisoned it into the whirling infinite.	CA - To consider - what if we altered the meaning of the finale so we detonate The Megatome rather than upload it, destroying the prop that kind of represents Twitter that has a name evoking the atomic bomb. A small-ish change that points to the bigger shift away from Twitter. Thoughts? MR - I like it, it's a nice subtle tweak that works within the same sequence and just shifts the context a little for those who are paying attention.	UPDATED Sept 7	98
END_CHEAT	The Scythian			At the summit of Mingi Taw we uploaded The Megatome to the eternal safety of the whirling infinite. #cheat	ミンギ・トウの頂上で;絶世の大書を~無限の渦に還した。;~これにより悠久の平和が訪れた。 #ズルしたけど		Au sommet de Mingi Taw nous avons harmonisé le Mégatome avec la sécurité éternelle de l'Infini Tourbillonnant. #cheat	Sulla cima del Mingi Taw caricammo il Megatomo nella sicurezza sempiterna dell'infinito vorticante. #cheat	Auf der Spitze von Mingi Taw luden wir den Megawälzer in die Sicherheit des wirbelnden Unendlichen hoch. #cheat	En la cima de Mingi Tau, armonizamos el Megatomo con la seguridad eterna del infinito arremolinado. #cheat	At the summit of Mingi Taw we detonated The Megatome and jettisoned it into the whirling infinite.	Will need to update to match above once translations at done.		106
END_CHEAT_NOBOOR	The Scythian			At the summit of Mingi Taw we uploaded The Megatome to the eternal safety of the whirling infinite. #cheat #noboor	ミンギ・トウの頂上で;絶世の大書を~無限の渦に還した。;~これにより悠久の平和が訪れた。 #ズルしたけど　#クマズリー不在だけど		Au sommet de Mingi Taw nous avons harmonisé le Mégatome avec la sécurité éternelle de l'Infini Tourbillonnant. #cheat #noboor	Sulla cima del Mingi Taw caricammo il Megatomo nella sicurezza sempiterna dell'infinito vorticante. #cheat #noboor	Auf der Spitze von Mingi Taw luden wir den Megawälzer in die Sicherheit des wirbelnden Unendlichen hoch. #cheat #noboor	En la cima de Mingi Tau, armonizamos el Megatomo con la seguridad eterna del infinito arremolinado. #cheat #noboor	At the summit of Mingi Taw we detonated The Megatome and jettisoned it into the whirling infinite.	Will need to update to match above once translations at done.		114
END_CHEAT_PSYCHO	The Scythian			At the summit of Mingi Taw we uploaded The Megatome to the eternal safety of the whirling infinite. #cheat #psycho	ミンギ・トウの頂上で;絶世の大書を~無限の渦に還した。;~これにより悠久の平和が訪れた。 #ズルしたけど #凶気		Au sommet de Mingi Taw nous avons harmonisé le Mégatome avec la sécurité éternelle de l'Infini Tourbillonnant. #cheat #psycho	Sulla cima del Mingi Taw caricammo il Megatomo nella sicurezza sempiterna dell'infinito vorticante. #cheat #psycho	Auf der Spitze von Mingi Taw luden wir den Megawälzer in die Sicherheit des wirbelnden Unendlichen hoch. #cheat #psycho	En la cima de Mingi Tau, armonizamos el Megatomo con la seguridad eterna del infinito arremolinado. #cheat #psycho	At the summit of Mingi Taw we detonated The Megatome and jettisoned it into the whirling infinite.	Will need to update to match above once translations at done.		114
END_CHEAT_LOVE	The Scythian			At the summit of Mingi Taw we uploaded The Megatome to the eternal safety of the whirling infinite. #cheat #love	ミンギ・トウの頂上で;絶世の大書を~無限の渦に還した。;~これにより悠久の平和が訪れた。 #ズルしたけど #博愛		Au sommet de Mingi Taw nous avons harmonisé le Mégatome avec la sécurité éternelle de l'Infini Tourbillonnant. #cheat #love	Sulla cima del Mingi Taw caricammo il Megatomo nella sicurezza sempiterna dell'infinito vorticante. #cheat #love	Auf der Spitze von Mingi Taw luden wir den Megawälzer in die Sicherheit des wirbelnden Unendlichen hoch. #cheat #love	En la cima de Mingi Tau, armonizamos el Megatomo con la seguridad eterna del infinito arremolinado. #cheat #love	At the summit of Mingi Taw we detonated The Megatome and jettisoned it into the whirling infinite.	Will need to update to match above once translations at done.		112
END_MOONGROTTO_PSYCHO	The Scythian			At the summit of Mingi Taw we uploaded The Megatome to the eternal safety of the whirling infinite. #moongrotto #psycho	ミンギ・トウの頂上で;絶世の大書を~無限の渦に還した。;~これにより悠久の平和が訪れた。 #月の洞穴 #凶気		Au sommet de Mingi Taw nous avons harmonisé le Mégatome avec la sécurité éternelle de l'Infini Tourbillonnant. #moongrotto #psycho	Sulla cima del Mingi Taw caricammo il Megatomo nella sicurezza sempiterna dell'infinito vorticante. #moongrotto #psycho	Auf der Spitze von Mingi Taw luden wir den Megawälzer in die Sicherheit des wirbelnden Unendlichen hoch. #moongrotto #psycho	En la cima de Mingi Tau, armonizamos el Megatomo con la seguridad eterna del infinito arremolinado. #moongrotto #psycho	At the summit of Mingi Taw we detonated The Megatome and jettisoned it into the whirling infinite.	Will need to update to match above once translations at done.		119
END_MOONGROTTO_LOVE	The Scythian			At the summit of Mingi Taw we uploaded The Megatome to the eternal safety of the whirling infinite. #moongrotto #love	ミンギ・トウの頂上で;絶世の大書を~無限の渦に還した。;~これにより悠久の平和が訪れた。 #月の洞穴 #博愛		Au sommet de Mingi Taw nous avons harmonisé le Mégatome avec la sécurité éternelle de l'Infini Tourbillonnant. #moongrotto #psycho	Sulla cima del Mingi Taw caricammo il Megatomo nella sicurezza sempiterna dell'infinito vorticante. #moongrotto #love	Auf der Spitze von Mingi Taw luden wir den Megawälzer in die Sicherheit des wirbelnden Unendlichen hoch. #moongrotto #love	En la cima de Mingi Tau, armonizamos el Megatomo con la seguridad eterna del infinito arremolinado. #moongrotto #love	At the summit of Mingi Taw we detonated The Megatome and jettisoned it into the whirling infinite.	Will need to update to match above once translations at done.		117
END_HONEST_PSYCHO	The Scythian			At the summit of Mingi Taw we uploaded The Megatome to the eternal safety of the whirling infinite. #honest #psycho	ミンギ・トウの頂上で;絶世の大書を~無限の渦に還した。;~これにより悠久の平和が訪れた。 #マジメ　#凶気		Au sommet de Mingi Taw nous avons harmonisé le Mégatome avec la sécurité éternelle de l'Infini Tourbillonnant. #honest #psycho	Sulla cima del Mingi Taw caricammo il Megatomo nella sicurezza sempiterna dell'infinito vorticante. #honest #psycho	Auf der Spitze von Mingi Taw luden wir den Megawälzer in die Sicherheit des wirbelnden Unendlichen hoch. #honest #psycho	En la cima de Mingi Tau, armonizamos el Megatomo con la seguridad eterna del infinito arremolinado. #honest #psycho	At the summit of Mingi Taw we detonated The Megatome and jettisoned it into the whirling infinite.	Will need to update to match above once translations at done.		115
END_HONEST_LOVE	The Scythian			At the summit of Mingi Taw we uploaded The Megatome to the eternal safety of the whirling infinite. #honest #love	ミンギ・トウの頂上で;絶世の大書を~無限の渦に還した。;~これにより悠久の平和が訪れた。 #マジメ #博愛		Au sommet de Mingi Taw nous avons harmonisé le Mégatome avec la sécurité éternelle de l'Infini Tourbillonnant. #honest #love	Sulla cima del Mingi Taw caricammo il Megatomo nella sicurezza sempiterna dell'infinito vorticante. #honest #love	Auf der Spitze von Mingi Taw luden wir den Megawälzer in die Sicherheit des wirbelnden Unendlichen hoch. #honest #love	En la cima de Mingi Tau, armonizamos el Megatomo con la seguridad eterna del infinito arremolinado. #honest #love	At the summit of Mingi Taw we detonated The Megatome and jettisoned it into the whirling infinite.	Will need to update to match above once translations at done.		113
END_HONEST_NOBOOR	The Scythian			At the summit of Mingi Taw we uploaded The Megatome to the eternal safety of the whirling infinite. #honest #noboor	ミンギ・トウの頂上で;絶世の大書を~無限の渦に還した。;~これで悠久の平和が訪れた。 #クマズリー不在だけど #マジメ		Au sommet de Mingi Taw nous avons harmonisé le Mégatome avec la sécurité éternelle de l'Infini Tourbillonnant. #honest #noboor	Sulla cima del Mingi Taw caricammo il Megatomo nella sicurezza sempiterna dell'infinito vorticante. #honest #noboor	Auf der Spitze von Mingi Taw luden wir den Megawälzer in die Sicherheit des wirbelnden Unendlichen hoch. #honest #noboor	En la cima de Mingi Tau, armonizamos el Megatomo con la seguridad eterna del infinito arremolinado. #honest #noboor	At the summit of Mingi Taw we detonated The Megatome and jettisoned it into the whirling infinite.	Will need to update to match above once translations at done.		115
GIRL_GHOULTHOUGHTS	Girl			Does The Scythian know that it's possible to stop The Gogolithic Mass by touching his skull with Sworcery? Probably not.	あのスキタイのムスメ、ソーサリーの力で;~ゴゴリチク・マスの動きを止められること;~知ってるのかしら。;~知らないんでしょうね、きっと。		La scythienne est-elle au courant qu'il est possible d'arrêter la Masse Gogolithique en touchant son crâne avec la sworcery ? Probablement pas.	La Scita lo sa che si può fermare la Massa Gogolitica toccandolo sul teschio con la sworcery? Mi sa di no.	Weiß die Skythin, dass sie die gogolitische Masse durch Berühren seines Schädels mit Sworcery stoppen kann? Vermutlich nicht.	¿La escita sabe que es posible detener a la Masa Gogolítica si se le toca el cráneo con rechicería? Es muy probable que no.				120
