CNTRLINFO_CANCEL_ALT_NINSWITCH	<switch_button_facedown> CANCEL	<switch_button_facedown> キャンセル		<switch_button_facedown> ANNULER	<switch_button_facedown> ANNULLA	<switch_button_facedown> ABBRECHEN	<switch_button_facedown> CANCELAR		
CNTRLINFO_CONTINUE_ALT_NINSWITCH	<switch_button_faceright> CONTINUE	<switch_button_faceright> 続ける		<switch_button_faceright> CONTINUER	<switch_button_faceright> CONTINUA	<switch_button_faceright> WEITER	<switch_button_faceright> CONTINUAR		
TOUCH_NINSWITCH	TOUCH	タッチ		TOUCHER	TOCCA	BERÜHREN	TOCA		
FAMICOM_CONTROLS_BLURB_ALT_NINSWITCH	PLAY WITH A CONTROLLER OR IN HANDHELD MODE. 	コントローラーまたは携帯モードでのプレイを;~推奨します。	[2018/10/2 ytk] added line berakes in order to fit the text box	OPTIMISÉ AVEC UNE MANETTE DE JEU OU EN MODE PORTABLE	GIOCA CON UN CONTROLLER O IN MODALITÀ PORTATILE.	SPIELT SICH AM BESTEN MIT CONTROLLER ODER IM HANDHELD-MODUS.	JUEGA CON UN CONTROL O EN MODO DE MANO.		
TOUCHTRONIC_CONTROLS_BLURB_ALT_NINSWITCH	IN HANDHELD MODE YOU CAN ALSO USE TOUCH CONTROLS. 	携帯モードでは、タッチ操作も;~可能になります。	[2018/10/2 ytk] added line berakes in order to fit the text box	JOUEZ EN MODE PORTABLE POUR UTILISER LA MANETTE ET LES CONTRÔLES DES TOUCHES. 	PUOI USARE I COMANDI TOUCH ANCHE IN MODALITÀ PORTATILE.	IM HANDHELD-MODUS KANNST DU AUCH DIE TOUCH-STEUERUNG VERWENDEN.	EN MODO DE MANO TAMBIÉN PUEDES USAR LOS CONTROLES TÁCTILES.		
CONTROLLER_CONTROLS_NINSWITCH	CONTROLLER	コントローラー	MR - Guess based on google	MANETTE	CONTROLLER	CONTROLLER	CONTROL		
FAMICOM_CONTROLS_BLURB_ALT2_NINSWITCH	USE A THUMBSTICK BASED CURSOR WITH A CONTROLLER OR IN HANDHELD MODE. 	コントローラーまたは携帯モードにおいて;スティックでカーソルを動かします。		UTILISEZ UN CURSEUR AU STICK AVEC LA MANETTE OU EN MODE PORTABLE.	UTILIZZA UN CURSORE MOSSO DA UNO STICK CON IL CONTROLLER O IN MODALITÀ PORTATILE.	VERWENDE EINEN CURSOR MIT DEM STICK ODER SPIELE IM HANDHELD-MODUS.	USA UN CURSOR QUE CONTROLAS CON EL JOYSTICK O EN MODO DE MANO.		
CONSOLE_NINSWITCH	CONSOLE	本体		CONSOLE	CONSOLE	KONSOLE	CONSOLA		
CLASSIC_CONTROLS_BLURB_ALT_NINSWITCH	CLASSIC	クラシック		CLASSIQUE	CLASSICO	KLASSIK	CLÁSICO		
NOTHING_NOPE	Nintendo Switch QA support courtesy of Testronic Labs.	Nintendo Switchにおける品質管理は、;Testronic Labsの協力で実施されました。		Le support QA de Nintendo Switch est une gracieuseté de Testronic Labs.	Supporto per Nintendo QA per gentile concessione di Testronic Labs.	Nintendo Switch QS-Unterstützung mit freundlicher Genehmigung von Testronic Labs.	El soporte de control de calidad de Nintendo Switch es cortesía de Testronic Labs.	Google placeholder translations	
NOTHING_NOPE2	Additional Japanese localization support provided by Yutaka Ohbuchi, John Ricciardi and Masanobu Suto.	日本語の追加ローカライズサポートは、;大渕豊、ジョン・リカーディ、;および首藤真信により実施されました。		Yutaka Ohbuchi, John Ricciardi et Masanobu Suto apportent également leur aide.	Supporto aggiuntivo per la localizzazione giapponese fornito da Yutaka Ohbuchi, John Ricciardi e Masanobu Suto.	Zusätzliche Unterstützung bei der japanischen Lokalisierung durch Yutaka Ohbuchi, John Ricciardi und Masanobu Suto.	Soporte adicional de localización en japonés proporcionado por Yutaka Ohbuchi, John Ricciardi y Masanobu Suto.	Google placeholder translations	
LOOK_AROUND_NINSWITCH	LOOK AROUND?	見回す？		REGARDE AUTOUR?	GUARDATI INTORNO?	UMSCHAUEN?	¿MIRA ALREDEDOR?	Google placeholder translations	
OMDC_CHANGE	This project was made possible with the financial support of Ontario Creates.	このプロジェクトは; Ontario Media Development Corporation（OMDC）;からの経済的支援を受けて実現されました。		Ce projet a été rendu possible grâce à l'aide financière de la Ontario Media Development Corporation (OMDC	Questo progetto è stato reso possibile dal supporto finanziario della Ontario Media Development Corporation (OMDC).	Dieses Projekt wurde ermöglicht durch die finanzielle Unterstützung der Ontario Media Development Corporation (OMDC).	Este proyecto fue posible gracias al apoyo financiero de la Ontario Media Development Corporation (OMDC).	Google placeholder translations	
CNTRL_PINCH_Y_ZOOM	Pinch / <switch_button_y> ZOOM	つまん / <switch_button_y> ズーム切り替え		PINCEZ / <switch_button_y> ZOOMER/DÉZOOMER	PIZZICO / <switch_button_y> ATTIVA ZOOM	FINGER KLEMMEN / <switch_button_y> ZOOM	PELLIZCA / <switch_button_y> ACERCAR/ALEJAR	Google placeholder translations	
LBL_MOVEPLAYER	MOVE PLAYER <switch_button_rightanalogstick>	移動 <switch_button_rightanalogstick>		DÉPLACER JOUEUR <switch_button_rightanalogstick>	MUOVI GIOCATORE <switch_button_rightanalogstick>	SPIELER BEWEGEN <switch_button_rightanalogstick>	MOVER PERSONAJE <switch_button_rightanalogstick>	Google placeholder translations	44
LBL_MOVECURSOR	MOVE CURSOR <switch_button_leftanalogstick>	カーソル移動 <switch_button_leftanalogstick>		DÉPLACER CURSEUR <switch_button_leftanalogstick>	MUOVI CURSORE <switch_button_leftanalogstick>	CURSOR BEWEGEN <switch_button_leftanalogstick>	MOVER CURSOR <switch_button_leftanalogstick>	Google placeholder translations	43
LBL_MOVEPLAYER_ALT	MOVE PLAYER <switch_button_leftanalogstick>	移動 <switch_button_leftanalogstick>		DÉPLACER JOUEUR <switch_button_leftanalogstick>	MUOVI GIOCATORE <switch_button_leftanalogstick>	SPIELER BEWEGEN <switch_button_leftanalogstick>	MOVER PERSONAJE <switch_button_leftanalogstick>	Google placeholder translations	43
LBL_MOVECURSOR_ALT	MOVE CURSOR <switch_button_rightanalogstick>	カーソル移動 <switch_button_rightanalogstick>		DÉPLACER CURSEUR <switch_button_rightanalogstick>	MUOVI CURSORE <switch_button_rightanalogstick>	CURSOR BEWEGEN <switch_button_rightanalogstick>	MOVER CURSOR <switch_button_rightanalogstick>	Google placeholder translations	44
	MOVEMENT								
	PLAYER								
	CURSOR								
